1	15827287	15838845	-	AT1TE52125	ATHILA2	LTR/Gypsy
1	13085455	13085593	+	AT1TE42735	ATCOPIA68	LTR/Copia
1	11181821	11181959	+	AT1TE36140	ATCOPIA27	LTR/Copia
1	6759762	6759900	+	AT1TE21850	ATREP11	RC/Helitron
1	29079013	29079151	+	AT1TE95105	ATREP3	RC/Helitron
1	5681490	5681628	+	AT1TE18375	TAG2	DNA/HAT
1	19822380	19824568	+	AT1TE65535	HELITRONY3	RC/Helitron
1	3506360	3506498	+	AT1TE11410	ATCOPIA68	LTR/Copia
1	20699111	20699248	+	AT1TE68360	ATCOPIA24	LTR/Copia
1	5967433	5967570	+	AT1TE19300	ATHPOGON1	DNA/Pogo
1	19030078	19030213	-	AT1TE63050	HELITRONY3	RC/Helitron
1	16325184	16327367	-	AT1TE53750	ATREP3	RC/Helitron
1	12014741	12014878	+	AT1TE38930	ATHATN4	DNA/HAT
1	12562100	12564283	-	AT1TE40925	ATREP3	RC/Helitron
1	12918637	12918772	-	AT1TE42110	ATLINE1A	LINE/L1
1	19233923	19234058	-	AT1TE63730	RathE1_cons	RathE1_cons
1	15149755	15149893	+	AT1TE49730	ATENSPM3	DNA/En-Spm
1	14049537	14049673	-	AT1TE46155	VANDAL3	DNA/MuDR
1	11410705	11410726	-	AT1TE36900	HELITRONY1B	RC/Helitron
1	20748621	20748758	-	AT1TE68520	HELITRONY1B	RC/Helitron
1	13314042	13314155	-	AT1TE43535	ATREP11A	RC/Helitron
1	21779493	21779632	+	AT1TE71890	HELITRONY1D	RC/Helitron
1	19267200	19267310	+	AT1TE63860	HELITRONY1B	RC/Helitron
1	19326868	19327005	-	AT1TE64050	ATREP11A	RC/Helitron
1	7202163	7202263	-	AT1TE23280	HELITRONY3A	RC/Helitron
1	9815682	9815773	+	AT1TE31580	ATREP3	RC/Helitron
1	16742379	16751122	-	AT1TE55320	ATENSPM6	DNA/En-Spm
1	15991343	15991480	-	AT1TE52710	TNAT1A	DNA
1	11301592	11301728	-	AT1TE36560	ATMUNX1	DNA/MuDR
1	19763827	19763965	+	AT1TE65335	ATREP10A	RC/Helitron
1	19993529	19993664	-	AT1TE66080	ATREP2A	RC/Helitron
1	27758287	27758423	-	AT1TE90830	ATHILA	LTR/Gypsy
1	7630434	7630573	+	AT1TE24580	ATCOPIA26	LTR/Copia
1	5812561	5812700	+	AT1TE18795	ATREP15	RC/Helitron
1	20497386	20497522	-	AT1TE67710	RathE1_cons	RathE1_cons
1	12983044	12983179	-	AT1TE42340	BRODYAGA1A	DNA/MuDR
1	18302689	18302776	+	AT1TE60660	HELITRONY3	RC/Helitron
1	8573497	8573632	-	AT1TE27660	ATMUNX1	DNA/MuDR
1	30250487	30250620	-	AT1TE98890	ATREP11	RC/Helitron
1	18317497	18317566	-	AT1TE60710	ATREP4	RC/Helitron
1	16637546	16637681	+	AT1TE54815	ARNOLD2	DNA/MuDR
1	13397404	13397539	+	AT1TE43800	ATHILA4D_LTR	LTR/Gypsy
1	13171360	13171380	+	AT1TE42990	ATREP3	RC/Helitron
1	6402736	6402869	-	AT1TE20740	ATREP14	RC/Helitron
1	8322276	8322411	+	AT1TE26840	ATENSPM10	DNA/En-Spm
1	14177934	14178066	-	AT1TE46570	ATHILA2	LTR/Gypsy
1	20554066	20554102	-	AT1TE67905	ATCOPIA80	LTR/Copia
1	24977684	24977818	+	AT1TE82050	ATLINE1_3A	LINE/L1
1	7690038	7690172	+	AT1TE24780	ATLINE2	LINE/L1
1	12841755	12841890	+	AT1TE41795	ATCOPIA57	LTR/Copia
1	2526624	2526756	-	AT1TE08230	ATHILA7A	LTR/Gypsy
1	19301675	19301809	+	AT1TE63975	HELITRONY2	RC/Helitron
1	16691401	16691533	-	AT1TE55060	HELITRONY3	RC/Helitron
1	25170583	25170717	+	AT1TE82620	ATREP18	DNA
1	24356397	24356536	+	AT1TE80045	RathE1_cons	RathE1_cons
1	23143346	23143481	+	AT1TE76290	ATCOPIA85	LTR/Copia
1	17293310	17293444	-	AT1TE57310	RathE1_cons	RathE1_cons
1	15076084	15078266	-	AT1TE49330	ATHILA6A	LTR/Gypsy
1	15352447	15354854	-	AT1TE50650	ATREP18	DNA
1	18163937	18164074	+	AT1TE60185	VANDAL16	DNA/MuDR
1	14427922	14449178	+	AT1TE47540	ATHILA4C	LTR/Gypsy
1	9899847	9899984	+	AT1TE31895	ATDNAI27T9C	DNA/MuDR
1	21191750	21191886	+	AT1TE70050	ATCOPIA84	LTR/Copia
1	25823826	25823960	-	AT1TE84655	ATCOPIA28	LTR/Copia
1	7125860	7125994	-	AT1TE23040	ATDNA1T9A	DNA/MuDR
1	12809579	12809650	-	AT1TE41720	HELITRONY1D	RC/Helitron
1	15111117	15111251	-	AT1TE49490	ATREP18	DNA
1	9318360	9318496	+	AT1TE30045	VANDAL1	DNA/MuDR
1	697952	698088	+	AT1TE02275	HELITRONY3	RC/Helitron
1	15547275	15549791	+	AT1TE51175	ATLANTYS2	LTR/Gypsy
1	13601553	13601688	+	AT1TE44550	BRODYAGA2	DNA/MuDR
1	13039450	13039584	-	AT1TE42560	RathE1_cons	RathE1_cons
1	13840025	13840159	-	AT1TE45375	ATENSPM3	DNA/En-Spm
1	11421959	11422070	-	AT1TE36940	ARNOLD1	DNA/MuDR
1	16732011	16732148	-	AT1TE55290	TA11	LINE/L1
1	13121287	13121425	-	AT1TE42855	ATCOPIA71	LTR/Copia
1	29702604	29702747	+	AT1TE97160	ATLINE1_4	LINE/L1
1	16584101	16586369	+	AT1TE54655	ATHILA5	LTR/Gypsy
1	12330654	12330798	+	AT1TE40105	ATREP5	RC/Helitron
1	8490641	8492849	+	AT1TE27405	ATLINEIII	LINE/L1
1	22562536	22562639	+	AT1TE74420	BOMZH2	DNA/MuDR
1	9163143	9163284	-	AT1TE29530	ATHILA7	LTR/Gypsy
1	17516123	17516267	+	AT1TE58065	ATDNAI27T9B	DNA/MuDR
1	11093758	11093901	+	AT1TE35845	ATHPOGON2	DNA/Pogo
1	12501186	12503392	+	AT1TE40695	ATREP10D	RC/Helitron
1	20004936	20005076	-	AT1TE66120	VANDAL1	DNA/MuDR
1	12851056	12851196	-	AT1TE41825	ATHATN6	DNA/HAT
1	19636320	19636343	-	AT1TE64950	HELITRONY1D	RC/Helitron
1	17685223	17685243	+	AT1TE58720	ATREP15	RC/Helitron
1	21425429	21425569	-	AT1TE70720	ARNOLD2	DNA/MuDR
1	7034889	7034944	-	AT1TE22740	ATREP5	RC/Helitron
1	15674413	15674555	-	AT1TE51620	ATMU10	DNA/MuDR
1	12877159	12877301	-	AT1TE41915	HELITRONY1A	RC/Helitron
1	8114685	8116894	+	AT1TE26120	ATREP3	RC/Helitron
1	6454531	6454676	+	AT1TE20920	HELITRONY3	RC/Helitron
1	18747138	18747283	+	AT1TE62145	ATREP5	RC/Helitron
1	15761281	15761331	-	AT1TE51895	ATENSPM2	DNA/En-Spm
1	24752624	24752757	+	AT1TE81300	ATREP15	RC/Helitron
1	23065703	23065848	+	AT1TE76035	ATREP10D	RC/Helitron
1	11634521	11634652	+	AT1TE37650	ATCOPIA87	LTR/Copia
1	19901340	19901482	-	AT1TE65780	ATCOPIA48	LTR/Copia
1	20090228	20090251	+	AT1TE66390	ATCOPIA8B	LTR/Copia
1	1251630	1251772	-	AT1TE04080	ATREP12	RC/Helitron
1	726695	726837	-	AT1TE02360	ATENSPM1A	DNA/En-Spm
1	19700965	19701109	+	AT1TE65105	RathE2_cons	RathE2_cons
1	20322182	20322322	-	AT1TE67165	ATREP3	RC/Helitron
1	17547728	17547872	+	AT1TE58165	ATCOPIA36	LTR/Copia
1	17239521	17239651	+	AT1TE57150	BRODYAGA1A	DNA/MuDR
1	24918427	24918569	-	AT1TE81855	ATCOPIA13	LTR/Copia
1	17544483	17544627	+	AT1TE58140	ATCOPIA36	LTR/Copia
1	14139734	14139876	+	AT1TE46425	ATDNAI27T9A	DNA/MuDR
1	1976073	1976109	-	AT1TE06475	ATREP10D	RC/Helitron
1	9582394	9582442	+	AT1TE30860	ATREP10D	RC/Helitron
1	21990870	21990894	-	AT1TE72605	ATMUNX1	DNA/MuDR
1	19288860	19288998	-	AT1TE63935	ATREP3	RC/Helitron
1	12888717	12888779	-	AT1TE41955	ATLINE1_4	LINE/L1
1	7224970	7225108	-	AT1TE23350	ATHATN3	DNA/HAT
1	22953881	22954021	+	AT1TE75650	RathE1_cons	RathE1_cons
1	25811309	25811447	-	AT1TE84625	ATREP10B	RC/Helitron
1	13636666	13636804	-	AT1TE44640	HELITRONY2	RC/Helitron
1	16156865	16156897	+	AT1TE53235	RathE1_cons	RathE1_cons
1	17477615	17477755	+	AT1TE57925	ATSINE2A	SINE
1	11692896	11693034	-	AT1TE37870	ATGP3	LTR/Gypsy
1	11692362	11692500	-	AT1TE37865	ATGP3	LTR/Gypsy
1	22888530	22888670	+	AT1TE75440	ATMU5	DNA/MuDR
1	6273768	6273906	-	AT1TE20320	TAG2	DNA/HAT
1	587269	587326	+	AT1TE01900	ATREP10D	RC/Helitron
1	18766873	18766901	-	AT1TE62205	ATREP10B	RC/Helitron
1	10524540	10524678	-	AT1TE34005	ATREP15	RC/Helitron
1	16760358	16760497	+	AT1TE55385	RathE1_cons	RathE1_cons
1	17687585	17687723	-	AT1TE58735	ATCOPIA24	LTR/Copia
1	5436579	5436720	+	AT1TE17550	ATREP10D	RC/Helitron
1	24553446	24553577	+	AT1TE80650	HELITRONY1D	RC/Helitron
1	21659915	21660054	-	AT1TE71485	RathE1_cons	RathE1_cons
1	15068999	15069139	-	AT1TE49315	ATHILA2	LTR/Gypsy
1	18766902	18767011	+	AT1TE62210	ATREP10B	RC/Helitron
1	9863024	9863166	+	AT1TE31755	ATREP13	RC/Helitron
1	17116653	17116793	+	AT1TE56665	ATTIRTA1	DNA/Tc1
1	23947053	23947192	-	AT1TE78780	HELITRONY3A	RC/Helitron
1	25344309	25344450	+	AT1TE83185	ATHATN2	DNA/HAT
1	4872080	4872219	-	AT1TE15780	HELITRONY1D	RC/Helitron
1	18816393	18816504	-	AT1TE62395	HELITRON2	RC/Helitron
1	29180155	29180294	+	AT1TE95445	ATHPOGON3	DNA/Pogo
1	12346862	12347001	-	AT1TE40175	ATMU7	DNA/MuDR
1	27498796	27498935	-	AT1TE89980	ATREP1	RC/Helitron
1	21957836	21957975	-	AT1TE72500	RathE1_cons	RathE1_cons
1	13351631	13351770	-	AT1TE43650	ATLINEIII	LINE/L1
1	13493209	13493350	+	AT1TE44135	ATDNA12T3_2	DNA
1	13879891	13880023	-	AT1TE45535	ATREP4	RC/Helitron
1	12525450	12525577	+	AT1TE40765	HELITRONY1E	RC/Helitron
1	14187335	14187468	+	AT1TE46615	VANDAL7	DNA/MuDR
1	19000899	19000931	+	AT1TE62940	HELITRONY1D	RC/Helitron
1	15939330	15941469	+	AT1TE52535	ATREP3	RC/Helitron
1	12990932	12991052	+	AT1TE42360	ATCOPIA96	LTR/Copia
1	9412334	9412459	+	AT1TE30330	RathE1_cons	RathE1_cons
1	29244719	29244808	-	AT1TE95680	BRODYAGA1A	DNA/MuDR
1	19945688	19945811	-	AT1TE65935	ATREP10D	RC/Helitron
1	16182986	16183109	-	AT1TE53355	HELITRONY1D	RC/Helitron
1	12975610	12975733	-	AT1TE42305	ATREP9	RC/Helitron
1	9188639	9188764	+	AT1TE29610	ATREP15	RC/Helitron
